statement_id,statement_text,party,stance_value
t23,In plaats van belasting te betalen voor het bezit van een auto moeten automobilisten per gereden kilometer gaan betalen.,Piratenpartij,-1
t23,In plaats van belasting te betalen voor het bezit van een auto moeten automobilisten per gereden kilometer gaan betalen.,FNP,-1
t23,In plaats van belasting te betalen voor het bezit van een auto moeten automobilisten per gereden kilometer gaan betalen.,Vrij Verbond,-1
t23,In plaats van belasting te betalen voor het bezit van een auto moeten automobilisten per gereden kilometer gaan betalen.,De Linie,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,VVD,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,D66,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,CDA,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,SGP,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,ChristenUnie,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Volt,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,JA21,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,BVNL,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,FNP,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Vrij Verbond,1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,NSC,0
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,PVV,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,GroenLinks-PvdA,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,BBB,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,SP,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,DENK,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Partij voor de Dieren,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,FvD,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Vrede voor Dieren,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,BIJ1,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Libertaire Partij,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,50PLUS,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,Piratenpartij,-1
t24,Het eigen risico bij zorgverzekeringenIcon wordt per 2027 gehalveerd. Dat moet worden teruggedraaid.,De Linie,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,NSC,1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,FvD,1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,SGP,1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,ChristenUnie,1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,PVV,0
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,JA21,0
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,GroenLinks-PvdA,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,VVD,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,D66,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,BBB,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,CDA,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,SP,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,DENK,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Partij voor de Dieren,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Volt,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Vrede voor Dieren,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,BVNL,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,BIJ1,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Libertaire Partij,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,50PLUS,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Piratenpartij,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,FNP,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,Vrij Verbond,-1
t25,Psychisch lijden mag geen reden zijn voor euthanasieIcon.,De Linie,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,GroenLinks-PvdA,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,VVD,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,NSC,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,D66,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,CDA,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,SP,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,DENK,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Partij voor de Dieren,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,ChristenUnie,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Volt,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,JA21,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Vrede voor Dieren,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,BIJ1,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Libertaire Partij,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,50PLUS,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Piratenpartij,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,Vrij Verbond,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,De Linie,1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,PVV,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,BBB,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,FvD,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,SGP,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,BVNL,-1
t26,De regering moet het bouwen van woningen op landbouwgrond makkelijker maken.,FNP,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,GroenLinks-PvdA,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,NSC,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,D66,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,SP,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,DENK,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Partij voor de Dieren,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,ChristenUnie,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Volt,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Vrede voor Dieren,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,BIJ1,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Libertaire Partij,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Piratenpartij,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,FNP,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,Vrij Verbond,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,De Linie,1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,PVV,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,VVD,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,BBB,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,CDA,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,FvD,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,SGP,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,JA21,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,BVNL,-1
t27,Er moet een wet komen waarin staat dat de overheid nooit de afkomst of nationaliteit van mensen mag gebruiken om risico’s op criminaliteit in te schatten.,50PLUS,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,PVV,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,GroenLinks-PvdA,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,NSC,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,D66,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,BBB,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,CDA,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,DENK,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,FvD,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,SGP,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,ChristenUnie,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,JA21,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Vrede voor Dieren,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,BVNL,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,50PLUS,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,FNP,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,De Linie,1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,VVD,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,SP,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Partij voor de Dieren,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Volt,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,BIJ1,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Libertaire Partij,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Piratenpartij,-1
t28,De minimumleeftijd voor sekswerkIcon moet omhoog van 18 naar 21 jaar.,Vrij Verbond,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",PVV,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",VVD,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",NSC,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",D66,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",CDA,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",ChristenUnie,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",De Linie,1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",GroenLinks-PvdA,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",BBB,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",SP,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",DENK,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Partij voor de Dieren,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",FvD,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",SGP,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Volt,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",JA21,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Vrede voor Dieren,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",BVNL,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",BIJ1,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Libertaire Partij,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",50PLUS,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Piratenpartij,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",FNP,-1
t29,"Nederland moet in een wet vastleggen dat uiterlijk in 2035 ten minste 3,5 procent van het bruto binnenlands productIcon aan defensie wordt uitgegeven.",Vrij Verbond,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,PVV,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,VVD,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,NSC,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,D66,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,BBB,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,CDA,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,FvD,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,SGP,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,ChristenUnie,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Volt,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,JA21,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,BVNL,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Libertaire Partij,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,50PLUS,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Vrij Verbond,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,De Linie,1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,DENK,0
t30,Er moeten meer kerncentralesIcon komen in Nederland.,GroenLinks-PvdA,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,SP,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Partij voor de Dieren,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Vrede voor Dieren,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,BIJ1,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,Piratenpartij,-1
t30,Er moeten meer kerncentralesIcon komen in Nederland.,FNP,-1
